podcast_id;guest_id;date;amount;name;creation_date;title;category;sponsor_id;extra_info;subject
445;840;10/03/2023;2746;Morrison, Russell and Nichols;28/02/2023;Color;difficult;Sem Patrocinador;N/A;Science
123;35;10/03/2023;3618;Washington-Walker;28/02/2023;Teacher;blood;25.0;result;Environment
123;35;10/03/2023;3618;Washington-Walker;28/02/2023;Teacher;blood;65.0;product;Environment
123;35;11/03/2023;3618;Washington-Walker;01/03/2023;Teacher;blood;79.0;her;Environment
132;55;11/03/2023;2166;Clark, Mitchell and Rodriguez;01/03/2023;Teach;against;Sem Patrocinador;N/A;Education
393;619;11/03/2023;2371;Davis, Hanson and Torres;01/03/2023;Property;organization;Sem Patrocinador;N/A;Environment
20;863;12/03/2023;4151;Allen, Joseph and Gibson;02/03/2023;Street;evening;Sem Patrocinador;N/A;Sports
358;734;12/03/2023;2996;Carroll-Sherman;02/03/2023;Method;nature;Sem Patrocinador;N/A;Culture
329;482;12/03/2023;2873;Hendricks-Oliver;02/03/2023;Officer;hand;Sem Patrocinador;N/A;Health
131;306;13/03/2023;3713;Cooper Inc;03/03/2023;Each;beat;Sem Patrocinador;N/A;Education
161;545;13/03/2023;3474;Fowler Group;03/03/2023;Entire;much;39.0;to;Education
154;241;13/03/2023;2025;Jordan-Lara;03/03/2023;Relationship;the;134.0;catch;Business
305;181;14/03/2023;1651;Johnson Ltd;04/03/2023;Serious;form;Sem Patrocinador;N/A;Business
107;249;14/03/2023;2836;Davis, Meyer and Phelps;04/03/2023;Appear;two;40.0;hotel;Sports
107;249;14/03/2023;2836;Davis, Meyer and Phelps;04/03/2023;Appear;two;55.0;man;Sports
112;694;15/03/2023;1533;Tapia-Nelson;05/03/2023;Something;serve;Sem Patrocinador;N/A;Science
250;671;15/03/2023;746;Conley-Gibson;05/03/2023;Music;side;Sem Patrocinador;N/A;Health
270;273;15/03/2023;926;Torres, Arellano and Nelson;05/03/2023;Customer;business;Sem Patrocinador;N/A;Health
301;917;16/03/2023;1232;Wang PLC;06/03/2023;Minute;car;192.0;table;Entertainment
365;61;16/03/2023;713;Moore, Ellis and Perez;06/03/2023;Magazine;woman;Sem Patrocinador;N/A;Culture
292;271;16/03/2023;1660;Butler-Goodwin;06/03/2023;Yard;lot;106.0;teach;Sports
114;565;17/03/2023;2629;Hernandez-Williams;07/03/2023;Summer;already;Sem Patrocinador;N/A;Education
407;799;17/03/2023;1578;Ward and Sons;07/03/2023;Expert;them;Sem Patrocinador;N/A;Science
142;239;17/03/2023;2592;Arroyo LLC;07/03/2023;Goal;also;Sem Patrocinador;N/A;Technology
468;574;18/03/2023;3826;Howell, Coleman and Manning;08/03/2023;Specific;unit;21.0;hit;Education
14;887;18/03/2023;2215;Mcdonald-Wall;08/03/2023;Large;together;107.0;identify;Politics
183;674;18/03/2023;4887;Krueger PLC;08/03/2023;Laugh;team;Sem Patrocinador;N/A;Politics
127;945;19/03/2023;2587;Gonzalez, Duarte and Malone;09/03/2023;Ready;see;Sem Patrocinador;N/A;Business
122;746;19/03/2023;3634;West, Morrison and Cisneros;09/03/2023;Want;speech;17.0;form;Entertainment
122;746;19/03/2023;3634;West, Morrison and Cisneros;09/03/2023;Want;speech;29.0;character;Entertainment
485;911;20/03/2023;1295;Cole-Kelly;10/03/2023;Trial;go;Sem Patrocinador;N/A;Science
121;706;20/03/2023;2777;Lambert Group;10/03/2023;New;beautiful;179.0;movie;Business
325;92;20/03/2023;3078;Burton and Sons;10/03/2023;Many;very;Sem Patrocinador;N/A;Politics
229;886;21/03/2023;1035;English, Johnson and Hart;11/03/2023;Middle;woman;Sem Patrocinador;N/A;Education
406;743;21/03/2023;4485;Torres PLC;11/03/2023;Democratic;it;Sem Patrocinador;N/A;Culture
462;851;21/03/2023;4665;Ruiz-Hernandez;11/03/2023;Significant;also;113.0;make;Environment
478;916;22/03/2023;1580;Keller, Bell and Nash;12/03/2023;Activity;build;Sem Patrocinador;N/A;Education
436;262;22/03/2023;967;Vincent, Krueger and Coleman;12/03/2023;Century;night;Sem Patrocinador;N/A;Politics
445;508;22/03/2023;3054;Morrison, Russell and Nichols;12/03/2023;Kitchen;left;Sem Patrocinador;N/A;Science
405;247;23/03/2023;796;Maxwell and Sons;13/03/2023;Difficult;partner;Sem Patrocinador;N/A;Business
450;219;23/03/2023;313;Casey-Sanchez;13/03/2023;Economy;bad;Sem Patrocinador;N/A;Entertainment
327;977;23/03/2023;2612;Johnson PLC;13/03/2023;Cut;trial;Sem Patrocinador;N/A;Culture
10;823;24/03/2023;3585;Carr, Torres and Hunt;14/03/2023;Challenge;already;Sem Patrocinador;N/A;Education
333;909;24/03/2023;3279;Kelley PLC;14/03/2023;Soon;produce;Sem Patrocinador;N/A;Sports
94;729;24/03/2023;2709;Suarez, Jones and Miller;14/03/2023;Image;get;23.0;relationship;Culture
100;216;25/03/2023;2048;Warren Inc;15/03/2023;Protect;seven;Sem Patrocinador;N/A;Sports
161;881;25/03/2023;4608;Fowler Group;15/03/2023;Use;rather;39.0;to;Education
100;16;25/03/2023;2021;Warren Inc;15/03/2023;Upon;charge;Sem Patrocinador;N/A;Sports
283;977;26/03/2023;3616;Wilson and Sons;16/03/2023;Cut;trial;116.0;year;Education
128;830;26/03/2023;2104;Mcfarland-Burns;16/03/2023;Fill;push;Sem Patrocinador;N/A;Science
403;414;26/03/2023;1367;Santos-Smith;16/03/2023;Generation;establish;Sem Patrocinador;N/A;Science
33;577;27/03/2023;2863;Rogers-Lewis;17/03/2023;Skin;teach;Sem Patrocinador;N/A;Technology
428;119;27/03/2023;1927;Baker-Cameron;17/03/2023;Information;soon;95.0;five;Sports
89;248;27/03/2023;3517;Diaz PLC;17/03/2023;Movement;also;Sem Patrocinador;N/A;Education
460;754;28/03/2023;4187;Evans-Potter;18/03/2023;Ready;future;Sem Patrocinador;N/A;Environment
176;679;28/03/2023;3000;Perry Group;18/03/2023;Site;area;156.0;data;Culture
462;479;28/03/2023;395;Ruiz-Hernandez;18/03/2023;Brother;can;113.0;make;Environment
445;557;29/03/2023;2280;Morrison, Russell and Nichols;19/03/2023;Stand;wrong;Sem Patrocinador;N/A;Science
111;45;29/03/2023;4531;Johnson Ltd;19/03/2023;Evening;better;Sem Patrocinador;N/A;Sports
58;532;29/03/2023;3749;Kennedy, Hayes and Ferguson;19/03/2023;Catch;much;171.0;author;Culture
117;252;30/03/2023;4060;Cook, Jackson and Gray;20/03/2023;Authority;big;181.0;life;Politics
83;708;30/03/2023;2150;Walker, Grant and Lowe;20/03/2023;Sense;within;Sem Patrocinador;N/A;Health
252;740;30/03/2023;3597;Martinez, Ward and Hughes;20/03/2023;Turn;be;Sem Patrocinador;N/A;Entertainment
187;964;31/03/2023;997;Walsh and Sons;21/03/2023;Realize;here;Sem Patrocinador;N/A;Business
206;969;31/03/2023;1219;Marsh-Ramirez;21/03/2023;Important;camera;26.0;town;Education
256;34;31/03/2023;3539;Fisher-West;21/03/2023;All;eye;Sem Patrocinador;N/A;Sports
170;746;01/04/2023;4566;Cole and Sons;22/03/2023;Want;speech;Sem Patrocinador;N/A;Technology
353;625;01/04/2023;2417;Myers-Carter;22/03/2023;Write;size;76.0;charge;Business
443;211;01/04/2023;1611;Sullivan LLC;22/03/2023;Interesting;consumer;Sem Patrocinador;N/A;Education
435;175;02/04/2023;4643;Johnson PLC;23/03/2023;Tough;hotel;Sem Patrocinador;N/A;Technology
209;888;02/04/2023;4514;Smith-Henderson;23/03/2023;Street;adult;Sem Patrocinador;N/A;Science
80;61;02/04/2023;860;Ryan LLC;23/03/2023;Magazine;woman;Sem Patrocinador;N/A;Entertainment
143;606;03/04/2023;875;Davis-Dillon;24/03/2023;Last;wrong;Sem Patrocinador;N/A;Culture
479;11;03/04/2023;2932;Juarez, George and Chambers;24/03/2023;System;management;Sem Patrocinador;N/A;Technology
109;716;03/04/2023;1806;Day-Dawson;24/03/2023;International;run;Sem Patrocinador;N/A;Technology
32;963;04/04/2023;1212;Lee, Franklin and Davis;25/03/2023;Good;everybody;117.0;he;Health
255;464;04/04/2023;4928;Friedman-Landry;25/03/2023;Control;energy;37.0;mouth;Culture
255;464;04/04/2023;4928;Friedman-Landry;25/03/2023;Control;energy;175.0;term;Culture
362;702;05/04/2023;2019;Jones-Lee;26/03/2023;Year;strong;Sem Patrocinador;N/A;Science
359;312;05/04/2023;352;Buchanan Ltd;26/03/2023;Language;always;176.0;lead;Culture
422;363;05/04/2023;4452;Oneill and Sons;26/03/2023;Three;line;Sem Patrocinador;N/A;Sports
243;142;06/04/2023;4439;Johnson Inc;27/03/2023;Happen;artist;83.0;agreement;Science
287;219;06/04/2023;2693;Davis and Sons;27/03/2023;Economy;bad;28.0;free;Sports
287;219;06/04/2023;2693;Davis and Sons;27/03/2023;Economy;bad;102.0;training;Sports
287;219;07/04/2023;2693;Davis and Sons;28/03/2023;Economy;bad;185.0;force;Sports
422;156;07/04/2023;4902;Oneill and Sons;28/03/2023;Ever;throughout;Sem Patrocinador;N/A;Sports
77;96;07/04/2023;188;Ellis, Perry and Weber;28/03/2023;Support;nothing;Sem Patrocinador;N/A;Science
293;782;08/04/2023;4327;Mejia LLC;29/03/2023;One;natural;Sem Patrocinador;N/A;Technology
379;200;08/04/2023;3659;Crawford, Hughes and Ryan;29/03/2023;Course;sense;27.0;fast;Environment
207;400;08/04/2023;2953;Crosby Inc;29/03/2023;Marriage;now;Sem Patrocinador;N/A;Entertainment
406;783;09/04/2023;4830;Torres PLC;30/03/2023;Skin;piece;Sem Patrocinador;N/A;Culture
322;992;09/04/2023;3648;Alvarez, Foster and Barnes;30/03/2023;Relationship;card;Sem Patrocinador;N/A;Health
316;428;09/04/2023;1519;Anderson Inc;30/03/2023;Push;series;Sem Patrocinador;N/A;Education
234;340;10/04/2023;1582;Leon and Sons;31/03/2023;Support;trouble;Sem Patrocinador;N/A;Health
12;654;10/04/2023;379;Harris-Thomas;31/03/2023;Forget;out;14.0;now;Education
318;897;10/04/2023;4565;Garcia-Gibson;31/03/2023;A;capital;Sem Patrocinador;N/A;Technology
184;359;11/04/2023;2930;Myers-Lee;01/04/2023;Debate;but;Sem Patrocinador;N/A;Technology
108;832;11/04/2023;1391;Campbell PLC;01/04/2023;Letter;science;Sem Patrocinador;N/A;Culture
213;368;11/04/2023;3438;Mccall Ltd;01/04/2023;Unit;even;51.0;article;Sports
213;368;12/04/2023;3438;Mccall Ltd;02/04/2023;Unit;even;125.0;watch;Sports
213;368;12/04/2023;3438;Mccall Ltd;02/04/2023;Unit;even;184.0;collection;Sports
486;739;12/04/2023;4339;Kane-Black;02/04/2023;Tonight;fund;3.0;claim;Entertainment
435;721;13/04/2023;2348;Johnson PLC;03/04/2023;Claim;state;Sem Patrocinador;N/A;Technology
497;177;13/04/2023;3113;Bryant LLC;03/04/2023;Challenge;education;Sem Patrocinador;N/A;Business
311;170;13/04/2023;1811;Green, Khan and Hawkins;03/04/2023;Now;reason;Sem Patrocinador;N/A;Business
399;572;14/04/2023;2075;Mendoza PLC;04/04/2023;Public;them;66.0;how;Technology
257;715;14/04/2023;1002;Miller-Evans;04/04/2023;Area;general;Sem Patrocinador;N/A;Sports
62;991;14/04/2023;818;Brown LLC;04/04/2023;Federal;image;Sem Patrocinador;N/A;Science
376;954;15/04/2023;2208;Elliott-Williamson;05/04/2023;There;everything;Sem Patrocinador;N/A;Culture
355;644;15/04/2023;2662;Pollard, Phillips and Hill;05/04/2023;Part;ever;Sem Patrocinador;N/A;Sports
228;649;15/04/2023;3148;Simon-Simpson;05/04/2023;Try;soldier;118.0;majority;Health
77;521;16/04/2023;2316;Ellis, Perry and Weber;06/04/2023;Member;specific;Sem Patrocinador;N/A;Science
476;844;16/04/2023;3063;Zamora, Martin and Perry;06/04/2023;Much;article;Sem Patrocinador;N/A;Politics
239;797;16/04/2023;241;Conway-Shaw;06/04/2023;Its;less;Sem Patrocinador;N/A;Education
484;41;17/04/2023;2971;Garcia, Farley and Barber;07/04/2023;Nation;campaign;Sem Patrocinador;N/A;Culture
109;651;17/04/2023;4799;Day-Dawson;07/04/2023;Small;where;Sem Patrocinador;N/A;Technology
42;974;17/04/2023;4051;Webb, Rosales and Rangel;07/04/2023;Sure;Congress;Sem Patrocinador;N/A;Education
480;390;18/04/2023;3280;Wright, Collins and Mata;08/04/2023;Father;range;Sem Patrocinador;N/A;Sports
363;646;18/04/2023;3225;Page, Moore and Burgess;08/04/2023;Whole;cost;Sem Patrocinador;N/A;Science
94;288;18/04/2023;1289;Suarez, Jones and Miller;08/04/2023;Almost;fine;23.0;relationship;Culture
380;193;19/04/2023;1229;Kaufman-Rhodes;09/04/2023;Million;while;Sem Patrocinador;N/A;Environment
337;615;19/04/2023;608;Cannon-Valdez;09/04/2023;Others;feeling;Sem Patrocinador;N/A;Health
317;142;19/04/2023;3041;Carter and Sons;09/04/2023;Happen;artist;Sem Patrocinador;N/A;Politics
41;350;20/04/2023;4519;Martin-Burns;10/04/2023;In;believe;Sem Patrocinador;N/A;Environment
49;703;20/04/2023;4532;Ferguson PLC;10/04/2023;Avoid;ok;Sem Patrocinador;N/A;Culture
119;190;20/04/2023;1704;Clark and Sons;10/04/2023;Seat;light;135.0;alone;Education
412;99;21/04/2023;4301;Smith, Benson and Harvey;11/04/2023;Already;here;Sem Patrocinador;N/A;Science
239;876;21/04/2023;4542;Conway-Shaw;11/04/2023;Activity;himself;Sem Patrocinador;N/A;Education
49;251;21/04/2023;4867;Ferguson PLC;11/04/2023;Reflect;trip;Sem Patrocinador;N/A;Culture
446;806;22/04/2023;891;Warren-Underwood;12/04/2023;Person;method;Sem Patrocinador;N/A;Politics
169;679;22/04/2023;418;Allen Group;12/04/2023;Site;area;Sem Patrocinador;N/A;Science
292;99;22/04/2023;4675;Butler-Goodwin;12/04/2023;Already;here;106.0;teach;Sports
377;834;23/04/2023;913;Frost PLC;13/04/2023;Girl;hard;Sem Patrocinador;N/A;Technology
269;139;23/04/2023;1537;Moore-Smith;13/04/2023;Service;type;Sem Patrocinador;N/A;Health
267;459;23/04/2023;1308;Smith-Allen;13/04/2023;Consumer;western;Sem Patrocinador;N/A;Health
470;255;24/04/2023;4892;Sanders, Horton and Wilson;14/04/2023;Data;road;Sem Patrocinador;N/A;Sports
127;999;24/04/2023;1252;Gonzalez, Duarte and Malone;14/04/2023;One;somebody;Sem Patrocinador;N/A;Business
326;859;24/04/2023;105;Fisher PLC;14/04/2023;Break;box;Sem Patrocinador;N/A;Culture
348;504;25/04/2023;4465;Carr-Oneill;15/04/2023;Since;less;53.0;stage;Health
348;504;25/04/2023;4465;Carr-Oneill;15/04/2023;Since;less;123.0;everybody;Health
16;287;25/04/2023;1320;Kline-Pope;15/04/2023;Yet;heart;111.0;score;Culture
399;979;26/04/2023;3215;Mendoza PLC;16/04/2023;Suggest;win;66.0;how;Technology
471;899;26/04/2023;3548;Roth, Johnson and Mueller;16/04/2023;Age;miss;Sem Patrocinador;N/A;Education
23;969;26/04/2023;456;Williams Ltd;16/04/2023;Important;camera;Sem Patrocinador;N/A;Technology
497;547;27/04/2023;3016;Bryant LLC;17/04/2023;Adult;free;Sem Patrocinador;N/A;Business
246;378;27/04/2023;368;Snyder, Estrada and Bailey;17/04/2023;Standard;along;Sem Patrocinador;N/A;Business
7;478;27/04/2023;4809;Arnold-Griffith;17/04/2023;See;kid;Sem Patrocinador;N/A;Technology
426;931;28/04/2023;3138;Castillo, Knight and Davis;18/04/2023;Station;from;Sem Patrocinador;N/A;Education
302;741;28/04/2023;1224;Roach, Griffin and Moore;18/04/2023;Its;nation;Sem Patrocinador;N/A;Politics
474;748;28/04/2023;3792;Herrera, Stewart and Hernandez;18/04/2023;Economy;yes;170.0;nation;Education
74;222;29/04/2023;3990;Lawrence-Short;19/04/2023;Appear;care;Sem Patrocinador;N/A;Environment
221;345;29/04/2023;4015;Brown and Sons;19/04/2023;Radio;along;Sem Patrocinador;N/A;Technology
448;848;29/04/2023;1240;Thomas, Baker and Mason;19/04/2023;Theory;whether;Sem Patrocinador;N/A;Science
1;409;30/04/2023;3589;Watkins and Sons;20/04/2023;Seem;effort;149.0;baby;Sports
418;928;30/04/2023;3019;Hodges-Moore;20/04/2023;Evidence;choice;101.0;door;Environment
418;928;30/04/2023;3019;Hodges-Moore;20/04/2023;Evidence;choice;120.0;political;Environment
390;225;01/05/2023;205;Vargas-Kane;21/04/2023;Investment;east;Sem Patrocinador;N/A;Business
188;977;01/05/2023;144;Green, Golden and Brooks;21/04/2023;Cut;trial;Sem Patrocinador;N/A;Politics
71;54;01/05/2023;3456;Hudson Ltd;21/04/2023;What;eat;147.0;other;Environment
71;54;02/05/2023;3456;Hudson Ltd;22/04/2023;What;eat;167.0;often;Environment
317;251;02/05/2023;627;Carter and Sons;22/04/2023;Reflect;trip;Sem Patrocinador;N/A;Politics
50;433;02/05/2023;3087;Perez PLC;22/04/2023;Son;vote;153.0;nor;Technology
94;731;03/05/2023;3715;Suarez, Jones and Miller;23/04/2023;Reach;friend;23.0;relationship;Culture
279;733;03/05/2023;606;Jordan LLC;23/04/2023;Sense;here;19.0;assume;Education
279;733;03/05/2023;606;Jordan LLC;23/04/2023;Sense;here;183.0;church;Education
398;145;04/05/2023;4522;Perry LLC;24/04/2023;Whose;interview;Sem Patrocinador;N/A;Technology
83;4;04/05/2023;3905;Walker, Grant and Lowe;24/04/2023;Senior;million;Sem Patrocinador;N/A;Health
461;619;04/05/2023;3250;Washington-Herman;24/04/2023;Property;organization;Sem Patrocinador;N/A;Science
340;382;05/05/2023;3068;Jackson Ltd;25/04/2023;Consumer;institution;Sem Patrocinador;N/A;Business
414;844;05/05/2023;941;Green-Thomas;25/04/2023;Much;article;Sem Patrocinador;N/A;Health
153;290;05/05/2023;4154;Hernandez PLC;25/04/2023;Oil;maintain;148.0;next;Environment
81;340;06/05/2023;4771;Tran Inc;26/04/2023;Support;trouble;88.0;partner;Entertainment
423;211;06/05/2023;2343;Farley Inc;26/04/2023;Interesting;consumer;Sem Patrocinador;N/A;Health
388;296;06/05/2023;1668;Carter-Brown;26/04/2023;World;believe;47.0;travel;Technology
388;296;07/05/2023;1668;Carter-Brown;27/04/2023;World;believe;87.0;manager;Technology
388;296;07/05/2023;1668;Carter-Brown;27/04/2023;World;believe;103.0;environmental;Technology
223;964;07/05/2023;1781;Cervantes-Hall;27/04/2023;Realize;here;Sem Patrocinador;N/A;Health
222;71;08/05/2023;910;Jackson-Cain;28/04/2023;Pay;young;Sem Patrocinador;N/A;Environment
372;851;08/05/2023;4591;Underwood Group;28/04/2023;Significant;also;Sem Patrocinador;N/A;Technology
448;905;08/05/2023;4391;Thomas, Baker and Mason;28/04/2023;Tv;tree;Sem Patrocinador;N/A;Science
205;439;09/05/2023;3533;Taylor-Franklin;29/04/2023;Staff;hundred;Sem Patrocinador;N/A;Environment
301;643;09/05/2023;1281;Wang PLC;29/04/2023;Image;play;192.0;table;Entertainment
422;856;09/05/2023;248;Oneill and Sons;29/04/2023;Author;beat;Sem Patrocinador;N/A;Sports
383;801;10/05/2023;4041;Lyons-Kent;30/04/2023;Alone;stock;Sem Patrocinador;N/A;Science
357;674;10/05/2023;1024;Frazier LLC;30/04/2023;Laugh;team;Sem Patrocinador;N/A;Business
36;950;10/05/2023;3768;Sullivan and Sons;30/04/2023;Change;those;94.0;success;Environment
36;950;11/05/2023;3768;Sullivan and Sons;01/05/2023;Change;those;108.0;thing;Environment
155;643;11/05/2023;2253;Riggs PLC;01/05/2023;Image;play;49.0;house;Technology
131;343;11/05/2023;1129;Cooper Inc;01/05/2023;Meet;nor;Sem Patrocinador;N/A;Education
483;419;12/05/2023;4447;Reyes-Garza;02/05/2023;Turn;perhaps;Sem Patrocinador;N/A;Education
6;904;12/05/2023;791;Harris Group;02/05/2023;North;radio;Sem Patrocinador;N/A;Education
286;26;12/05/2023;574;Jones Inc;02/05/2023;When;rest;Sem Patrocinador;N/A;Health
264;996;13/05/2023;3165;Martin-Harris;03/05/2023;Positive;blood;105.0;score;Politics
377;722;13/05/2023;3273;Frost PLC;03/05/2023;White;later;Sem Patrocinador;N/A;Technology
41;636;13/05/2023;2079;Martin-Burns;03/05/2023;Soon;behavior;Sem Patrocinador;N/A;Environment
20;367;14/05/2023;3995;Allen, Joseph and Gibson;04/05/2023;Guess;for;Sem Patrocinador;N/A;Sports
421;910;14/05/2023;1954;Ward and Sons;04/05/2023;Degree;land;Sem Patrocinador;N/A;Sports
229;3;14/05/2023;3330;English, Johnson and Hart;04/05/2023;Table;quickly;Sem Patrocinador;N/A;Education
180;290;15/05/2023;849;Rice Group;05/05/2023;Oil;maintain;Sem Patrocinador;N/A;Culture
479;668;15/05/2023;469;Juarez, George and Chambers;05/05/2023;Stay;financial;Sem Patrocinador;N/A;Technology
314;41;15/05/2023;4054;Carpenter-Davis;05/05/2023;Nation;campaign;Sem Patrocinador;N/A;Business
112;881;16/05/2023;1716;Tapia-Nelson;06/05/2023;Use;rather;Sem Patrocinador;N/A;Science
265;185;16/05/2023;523;Marks, Ramsey and Kennedy;06/05/2023;Indeed;plant;Sem Patrocinador;N/A;Health
434;430;16/05/2023;2619;Gay, Williams and Young;06/05/2023;Early;the;Sem Patrocinador;N/A;Education
171;740;17/05/2023;1467;Colon-Phelps;07/05/2023;Turn;be;140.0;floor;Entertainment
373;615;17/05/2023;4787;Dalton, Moore and Martinez;07/05/2023;Others;feeling;Sem Patrocinador;N/A;Business
207;241;17/05/2023;1464;Crosby Inc;07/05/2023;Relationship;the;Sem Patrocinador;N/A;Entertainment
498;617;18/05/2023;2590;Russell-Hayden;08/05/2023;Artist;reduce;173.0;why;Culture
4;387;18/05/2023;1527;Torres Group;08/05/2023;Heavy;still;Sem Patrocinador;N/A;Entertainment
292;454;18/05/2023;2462;Butler-Goodwin;08/05/2023;Sea;small;106.0;teach;Sports
103;402;19/05/2023;3942;Wade-Smith;09/05/2023;Per;hand;43.0;field;Education
103;402;19/05/2023;3942;Wade-Smith;09/05/2023;Per;hand;80.0;trip;Education
103;402;19/05/2023;3942;Wade-Smith;09/05/2023;Per;hand;82.0;rate;Education
127;709;20/05/2023;2154;Gonzalez, Duarte and Malone;10/05/2023;Seek;field;Sem Patrocinador;N/A;Business
360;875;20/05/2023;3276;Butler-Mcgee;10/05/2023;I;answer;Sem Patrocinador;N/A;Culture
455;845;20/05/2023;4310;Owens, Mitchell and Smith;10/05/2023;Can;reality;Sem Patrocinador;N/A;Technology
142;103;21/05/2023;3235;Arroyo LLC;11/05/2023;Level;suffer;Sem Patrocinador;N/A;Technology
24;842;21/05/2023;3423;Frederick PLC;11/05/2023;Cause;offer;Sem Patrocinador;N/A;Business
440;961;21/05/2023;3731;Garcia Group;11/05/2023;Travel;project;165.0;central;Culture
135;901;22/05/2023;4639;West-Smith;12/05/2023;Skill;boy;Sem Patrocinador;N/A;Science
237;777;22/05/2023;2954;Sweeney-Riley;12/05/2023;Practice;talk;Sem Patrocinador;N/A;Education
25;837;22/05/2023;2810;Graham-Hernandez;12/05/2023;Century;serve;Sem Patrocinador;N/A;Politics
107;84;23/05/2023;4629;Davis, Meyer and Phelps;13/05/2023;End;situation;40.0;hotel;Sports
107;84;23/05/2023;4629;Davis, Meyer and Phelps;13/05/2023;End;situation;55.0;man;Sports
302;13;23/05/2023;2491;Roach, Griffin and Moore;13/05/2023;Many;school;Sem Patrocinador;N/A;Politics
119;162;24/05/2023;470;Clark and Sons;14/05/2023;Go;before;135.0;alone;Education
115;843;24/05/2023;3791;Clark, Williams and Sparks;14/05/2023;When;national;Sem Patrocinador;N/A;Business
8;625;24/05/2023;2912;Moore, Fischer and Gonzalez;14/05/2023;Write;size;198.0;home;Education
207;796;25/05/2023;2639;Crosby Inc;15/05/2023;Station;free;Sem Patrocinador;N/A;Entertainment
316;374;25/05/2023;2848;Anderson Inc;15/05/2023;Him;data;Sem Patrocinador;N/A;Education
162;740;25/05/2023;1084;Jensen LLC;15/05/2023;Turn;be;36.0;conference;Entertainment
316;601;26/05/2023;2210;Anderson Inc;16/05/2023;Radio;light;Sem Patrocinador;N/A;Education
102;420;26/05/2023;4286;Cooper, Ochoa and Hill;16/05/2023;Window;to;Sem Patrocinador;N/A;Sports
315;945;26/05/2023;3250;Suarez-Gardner;16/05/2023;Ready;see;Sem Patrocinador;N/A;Entertainment
188;767;27/05/2023;258;Green, Golden and Brooks;17/05/2023;Clear;kitchen;Sem Patrocinador;N/A;Politics
9;258;27/05/2023;518;Fowler Group;17/05/2023;Fall;hour;Sem Patrocinador;N/A;Health
2;329;27/05/2023;1518;Calderon-Salazar;17/05/2023;General;of;Sem Patrocinador;N/A;Environment
359;366;28/05/2023;4170;Buchanan Ltd;18/05/2023;Born;spend;176.0;lead;Culture
96;876;28/05/2023;3297;Sanders-Oconnor;18/05/2023;Activity;himself;Sem Patrocinador;N/A;Business
161;928;28/05/2023;4860;Fowler Group;18/05/2023;Evidence;choice;39.0;to;Education
172;613;29/05/2023;940;Frazier, White and Short;19/05/2023;Or;type;68.0;major;Business
172;613;29/05/2023;940;Frazier, White and Short;19/05/2023;Or;type;193.0;black;Business
68;303;29/05/2023;948;Chambers Inc;19/05/2023;Whatever;them;Sem Patrocinador;N/A;Culture
329;790;30/05/2023;576;Hendricks-Oliver;20/05/2023;Nice;seek;Sem Patrocinador;N/A;Health
428;96;30/05/2023;1661;Baker-Cameron;20/05/2023;Support;nothing;95.0;five;Sports
291;65;30/05/2023;2599;Fox-Carter;20/05/2023;Direction;whom;70.0;family;Technology
323;808;31/05/2023;781;Watson-Hardy;21/05/2023;Program;seven;Sem Patrocinador;N/A;Technology
472;214;31/05/2023;2695;Brown-Davis;21/05/2023;Radio;dream;Sem Patrocinador;N/A;Science
9;143;31/05/2023;2913;Fowler Group;21/05/2023;Recent;outside;Sem Patrocinador;N/A;Health
339;92;01/06/2023;2869;Torres-Garza;22/05/2023;Many;very;96.0;analysis;Health
206;240;01/06/2023;624;Marsh-Ramirez;22/05/2023;Director;skill;26.0;town;Education
73;807;01/06/2023;443;Williams, Adams and Miller;22/05/2023;Compare;away;Sem Patrocinador;N/A;Technology
249;744;02/06/2023;1305;Mcbride-Cain;23/05/2023;All;performance;Sem Patrocinador;N/A;Politics
209;862;02/06/2023;3732;Smith-Henderson;23/05/2023;Break;floor;Sem Patrocinador;N/A;Science
442;104;02/06/2023;1298;Johns, Santos and Schneider;23/05/2023;Television;majority;Sem Patrocinador;N/A;Technology
270;23;03/06/2023;1863;Torres, Arellano and Nelson;24/05/2023;Law;receive;Sem Patrocinador;N/A;Health
342;29;03/06/2023;2569;Obrien Group;24/05/2023;Happen;policy;Sem Patrocinador;N/A;Education
405;226;03/06/2023;2259;Maxwell and Sons;24/05/2023;Result;significant;Sem Patrocinador;N/A;Business
461;158;04/06/2023;4645;Washington-Herman;25/05/2023;Manager;event;Sem Patrocinador;N/A;Science
463;43;04/06/2023;3479;Marks PLC;25/05/2023;Sense;worry;Sem Patrocinador;N/A;Health
94;78;04/06/2023;4075;Suarez, Jones and Miller;25/05/2023;Trouble;peace;23.0;relationship;Culture
378;654;05/06/2023;3687;Moss PLC;26/05/2023;Forget;out;Sem Patrocinador;N/A;Science
234;349;05/06/2023;1947;Leon and Sons;26/05/2023;Mr;mouth;Sem Patrocinador;N/A;Health
129;45;05/06/2023;2477;Lee-Lutz;26/05/2023;Evening;better;7.0;room;Business
129;45;06/06/2023;2477;Lee-Lutz;27/05/2023;Evening;better;54.0;goal;Business
192;846;06/06/2023;2786;Hughes, Watkins and Fernandez;27/05/2023;At;Congress;Sem Patrocinador;N/A;Health
96;94;06/06/2023;220;Sanders-Oconnor;27/05/2023;Good;note;Sem Patrocinador;N/A;Business
